Original Link,Resolved CID
Australia_A_cricket_team,bafkreihdn4qi7id3ebkkug7zg5gc42fe7wss4dw6pzowabagf5ar6ldsg4
ICC_Intercontinental_Cup,bafkreihvef546sqv6lcolpqo2e4leey3gitanxdb7ons7napqdcdxkh6se
Cricket_in_Thailand,bafkreibytryplzp3l7q5hweecvojgdru4xgvkg6hpse4urt7nmb5t45pau
Ireland_cricket_team,bafybeicppb4qzlomgopam5ha6o33zantnqsjbaplkxvri5w7k7ewn2h2b4
Bangladesh_A_cricket_team,bafkreic5yqwxdpa2kf5ke6qmjrs4ipbw6hifqqdr6op5jl3ah5kfzvwb4q
Plaquita,bafkreiaotv5rcbwlbykjmzfjudunbahud6p3klklitj4qmgo7abichjf4i
Cricket_in_Malawi,bafkreienbrklvyira5mfsppu3t2leynuo2ougx7kiwqzn7au3po67mi4yu
South_Africa_women_cricket_team,bafkreigbzqvuyfgdgzlarwt623fkleh43rghwr7zfnnsom6nnlbg222t6e
Cricketer_(disambiguation),bafkreibmkqmree3qz7l2uycb6pvhbodagmgqsqndmvqe2cka3ilh3g6urq
Runs_Per_Wicket_Ratio,bafkreiaydixmtds75hitc37xcfpdoq2cope4swuj7qgs7bkafnhqiiqgd4
Cricket_at_the_2017_Southeast_Asian_Games,bafkreigf7tc3pqt52th7tjjfscu7n4rrkchteuahjccflgjtokdae2pmni
New_Zealand_national_cricket_team,bafybeidodm6niyd7zspunfdb6hw5ggwcqomlxb3t5uum4ihshi7gflj564
Logan_Cup,bafkreih7546y3ms2b3lfeikgrngzrcn6zt7xljvzy6kxu5w5ctlmexnms4
English_Restoration,bafkreidniatmseom5y7z5amljk4ancrs5wnk6u4bhuh6xbiksu2rc326li
Surrey,bafybeifbpkccam62qs5xmflpkudwvrrwsbsabjsteexueytlp67vtmeyeq
Spin_bowling,bafkreiexnct735vbt322wox6kcdaa6qkblazcp62xag7qcjj5cutjjfuei
Asia_Cup,bafkreiekigpqj52e4jn6uwvwxfjrz6tpynwysp3ifbgw3mwlraihbvcd6u
Cricket_whites,bafkreidpvysrwyehfudgxijqqw3rzhzwrok2ncsxo4ggvbzhoj2wtc4g6q
Working_class,bafkreidavxdmf2t6i3vgi37qe5m3njgip5mpt3osgndhjkd4ymz4xg4xkq
List_of_matches_of_the_Australian_Indigenous_cricket_team,bafkreiezhjk32fk3wippf4ykgo772ucg2xco35osmkevadw5lmwmrlmszq
ICC_World_Test_Championship,bafkreichjkp2cwg3dgklcxcb2q2krlrgliicjhnepebeq7upv7xp7hrt2u
University_of_Cambridge,bafybeifh44j4zm2pebjsycsgqk62cha47ytnbttnpzen2cxtrqugcbf3va
The_Cricketers,bafkreiaanj7yxru6fmcyubvl6tvwx2c2tzedwqeqwwgtmuvmkirv3fyc34
England_Lions_cricket_team,bafkreihrsgva54nzea4g4667bp25av5mt7njybdpxwiwdobchxt3qs6aau
Box_score_(baseball),bafkreid2o6veog22d5vuqqlxd2upvoeo44gi4zgt66kp3s7khew6odwr3q
Runner_(cricket),bafkreielj7flkkmxzib4ebu54wzlopky6yreotzfrrfy7rvhha6pgft34i
Cricket_in_Japan,bafkreigtsyov4jmypxohpynwej3vdgajqa3lpbretuefsjj47j4jyyyfxa
Cricket_in_American_Samoa,bafkreidlaoafoqjxjt3fdkbwznifjsye5ga6ntcwgw3jx5i6qibxyvdvbu
Car_engine,bafkreieqiafyqltagh6segf7zl4dmbk6botgqb5pj6qhriu5fyly5idhmq
Incheon_International_Airport,bafkreig76ln5zxld77dyub7vihyopw5w2hqktxk4vierfcygxmofu4sheu
Outdoor_literature,bafkreieqyoqyxrq5d43drba55wlfzuskfadvfiqfkvzyuawrqcrj44ft5a
Literary_tourism,bafkreiea2j5jdu2ugdjxojhwmb3eej2gqaf33sjaij7jciovcjweeudcam
Dead_mileage,bafkreid45f6tknrtsil63pg3ypiohf2vbp6uxr3ytjh34p576bvviifvui
Tourism_minister,bafkreiakrvyy7w43s6uvcfqm7brrmv4gyj5kabtjxqiazbthpv46daks5i
Transport_forecasting,bafkreihosmdow2nktjmhalyibqnegidgtpgb74td7qow23d56gqpxakqhm
International_travel,bafkreifotcqvhc7n227rxlv5q5snhnops73x4uqlvtoq3vpejuwquy2kum
Calypso_(electronic_ticketing_system),bafkreifbv3s5z5zqkwruvzkv3kdkd3v2w2ginishg6v6qtbylw32vcmj6u
Passport,bafybeifkmkflvsxb6jt3j2srf33ol7x43wj4o35kbw72qywgt3osxqydvy
Multiple_unit,bafkreiggotvluu4pzd6n6j5ic5d3xzkvjdbbkt5xgrfj746lpogtwpgjuy
Jeepney,bafkreihyqmyt2mr5tgpdfgezfazuulbq2uxg42ymhdqgjmecgponfro3ia
Human_swimming,bafkreihwn264afsfe52dnq72r3aujrx2o2gqqhpmtdjvqczatbvmr4rqoe
Transport_sustainability,bafkreidzlxz6mlzp6orladigpaaq6olikfdadjvhouplggd6j5rvl6fmle
Internal_combustion_engine,bafkreigwftf3jwzwxjiwj5jg7qwlwbaubrf6qkvhbufsdavcnbl4ootm24
Golden_Gate_Bridge,bafkreifr3wcb6nh2fwxjfev2yr7in7ezlvlcjtg6sle22xcg2jeuwxzrra
Corporations,bafkreicbic7l2rqb6s3oqg7uaz3kl3wi3llnfu4dxqzyjuhbz4qfhvwvqe
Building,bafkreia3zs2d3ebkwnuu3krbc3bdyd6woqpacsff4frtgp7omt2utcgjme
Convention_center,bafkreigklgfbuqbvakp5kj44fwgzmcz4lhjtg3ujke5xmfuyhzianalpwm
Transportation_authority,bafkreidwjhpk32tzmy7coi6kaadabsbppgtwzrbq6igmtgri53ghklymey
Intercity_bus_service,bafkreicq5hcft7uezycxwyk2wo5sucjwuwxtgpvyiyyyjswsbed5qgl6ry
Conveyor_belt,bafkreidsnn5e4wekxgo7kgjmm54iq27rqc7yaxfsmiuqa563mhlnj2ju74
Persian_Empire,bafkreihuorbkua4l25klanwcmubgchylrzhds2z6fafvb5snmouymsk5hm
IEEE_Intelligent_Transportation_Systems_Society,bafkreiay4bgvsshzrjpv2umgs5v3rcmamkq2dt54jvk4frnre6oe3neqba
Hovercraft,bafkreifkg6ho4trrxfc5r2g7opqjpjnv7fgu7mge7sublalqtbejazf6mq
City_tourism,bafkreib5vsg6uavhwtwtagzpqhi44hwl64vrwsderuwhnsijen55trbgym
Elevated_railway,bafkreig3sipkzlhz2owsyor5oaychdrpxmahnyyyhawil673dztx7kkr2i
Efficient_energy_use,bafkreicfh6zzuauihqxxusrztbkzya2snk3qmxmsofv2gnkr6k54jeyk7a
American_Hotel_and_Lodging_Association,bafkreichxucu7sgelw42sfr5fqltyhjfj5docx73va74gzgsdu2jermcoq
Excursion,bafkreibzocvjcqz6ns7rj2joo26olseyjxlts7kcswnbpsiqhx7famtlbi
Bus_garage,bafkreifsjtf3nhnuxn73cdcmhvtapuw34jqiu2jekl2bw5bzg2w2pngubu
Holocaust_tourism,bafkreihyjtare2th5zkfmqlyid4bmynmccrefrhn5bqz7wq2vktysndsci
Transport_planning,bafkreifzwjaerezspeipbuno5tk7ygsrzo5b5yo6ui4vx5n5gvgnhzlyke
Elevator,bafybeiez3sfhn4r257wv243pq57wn2a3kcfvkdrlxugcjskxqqmz2lbvli
Horse,bafybeiazxpm5adnochimqx2acywlr3tz5dm4r7oe7daixs5lshrs7hxwvy
Armed_force,bafkreib4j43f7khveng565ohxmhnsxooqrxckztzj4vnqs5bbtxbx6uska
Sensory_tourism,bafkreidv5iqdn35lkd4opchwndh24jrh2foxmzpbpza455gthwq7uoyl5i
Radial_route,bafkreibt2bbamrhe654vagajxrbekxv2rdn5ndh5g5y2q742rmtostpnfe
Taxicab,bafkreidg2npyjtxbzqhdmup6mnj5e3kbkwesotiw64u4c6tr6gm2wd3xgy
Ski_lift,bafkreidfydxlwgbteed6vjnxo7rkbtic4pmq5rrknfakoen4jtsj2ccrse
Motel,bafkreifiki3hirot6tfyxxbyjcesp3qwrd2dxyfp7xc6m5htq72bbe2rjq
Wellness_tourism,bafkreigxahwg3gkl4xdv7cqqpvytzcnjiwdcjj55zdjadtfhwkb546e5gi
Historical_Archive_on_Tourism,bafkreian7hqmxnjhnbrvk3pdnom2nuttdfgpcavndqmykndsnetm33jma4
International_tourism,bafkreighcrxhdsh2bl4jzn24z3nueqlmeb3yilcbb53qlxnhvfpe2lwzb4
Tourism_geography,bafkreiedeodqzxqihepx7zlqvyssthbx7tcomq6nizxtrpzzlgpbxs4ozy
Street,bafkreidg52itr2ugy2bct3cwsci53xql5vavb2ce5s4sm7ynlhhoxu4zwy
Cultural_tourism,bafkreihb43mb64rctt56viim4ignn3qpge4wyqzwhdyq5n4hrgppp3tpxu
List_of_casinos,bafkreie54fbglbowamgamcy2r3euqph4vzeob6optp7mx66llikxnnfpcu
Limousine,bafkreihwfclwh7ww7m725udt6sce5t2l7srvmxwaxi3cz4wjbqdgsef5qu
Sewage,bafkreidyuck2h4ebj42jpeo4tjpebdcy6j5uyx5qxisrr42sqn5kilr3bm
Staycation,bafkreibhohntjrlxlkdv67xp5v3vyfdc7pvnelqgyj5gaoxx4viryy7wwy
Sustainable_tourism,bafkreigtcnpb5n7ysxpafdahoceucf4ta5xerluoqv3mvcralubhc3rc6i
Railway_electrification_system,bafkreihrpxnabb2lwwuslel67wpasmlbag3cftftnl3ugdtc42tevpj6pi
BW_Group,bafkreic5as5g2nx7pkugxpibwlwg3pjri7b2dlp5fci4i6b67obnxax2oy
Platform_display,bafkreibzthagn3mdnht5onitv4dgot56ichrbfh2mdkepcmrpcgx5qmm4q
World_Tourism_Day,bafkreiatgu5njmuymgpdzlflmxsclj2kyp7zcv6b5bw53jguhl34k4youa
Monorail,bafkreigvia6ns7ucqf3t2tzt6nxehgpef4hdenh4wcf3oilnwliyutimpe
Ski_resort,bafkreigsf5r27pz35ktgpjuddmtsi354ad5j42h2n27kdyirkvxfegx644
Logistics,bafkreif7introvyyewa57k46p24byhidegysanj67iaowuy3ra4illwq4e
Tour_guide,bafkreies3fxemfdejaa4cutn7i2grdmqpybvds7lwr3gyvs43y3abscmle
Transfer_(public_transit),bafkreidaokeq2o3jzi7c3ii3g54cgfrykkppnqwie2xtj4he6js22nt47m
Sustainable_transport,bafkreiauk7ad542sle2xnakrbtgf7lrxpq4qa2jgjarlpl3m574fq5oqcy
Public_transport,bafkreiebhmwnfur7qj6xny5iofqwlk6cljqc4cbdvcvnkmmnz3ubuu6y6m
Express_bus_service,bafkreiae7shwgxqeut4c2enq25qodpthokelrm2hdm4tdjutrghvrs7tum
Medium-capacity_rail_system,bafkreih6hac4jvdgj7rv3yfdeiaxdx5sfvgmee5vl35dpdhbxodcipeyu4
Souvenir,bafkreibaudermh3t7ohrvnrfldq7y7agoocvauymmjlq57mk4ourwbw3ri
Tourist_trap,bafkreiavpgw4dl4njzd3ltvochxnmngec3aqgotfxn4toqnmf37k4i3xkm
Electric_car,bafybeie56j4rdck6yumy2jahltcmkabatbwhgvwisf6z55v5kpco4meqea
Train,bafkreic3ad2honknmpyf64wq2daicijmd4yikdskmcng7m4whxllmafudm
Destination_marketing_organization,bafkreigm6anrne6snsjbh3pyu6t233wfayidcirqfzhsesm4reqecj52dq
Jungle_tourism,bafkreibywaptxfsvxilbu63u6ug2x7re63453rst7rusep47aoiypepx7y
Smog,bafkreiemlldpen2izvrec2fuo2ble5ivfne4eurawihcyj4b2bm55ol4g4
Trackless_train,bafkreibc3j36gar4j6xmt5cok2me3tgq74csl3hbi5tvn2pd342zl7liey
Taxicab_stand,bafkreibxfma23dlxddlagzjh3tnmxp3hhetqa3tdxnw6a7zn6astwtkzna
Bulk_material_handling,bafkreidvnpumdil3snt76oom2c52j56pnxiw7j3etjpo2u2mcripjhmepy
Vehicle_for_hire,bafkreia74n44rxgco6prh2md5nb5iyn63yc64xhadr4xptvnnukgcahoka
Bicycle_touring,bafkreieb52ul4odxa3ftffco5x2w766frd26ripdj4bas3wn5z6kwbbulu
Box_car,bafkreihem4cbncyl7x3gmn3ygu7u72slq6u5d3cesyuo5si3wr7nepwuzi
Travel,bafkreihyrgmukrf4r66fspdd2pg2b6u7x57wjec7ktfdwmfauafus3gvzm
Time_immemorial,bafkreicrz6tebjzuqhobsrmqrwegi5cvrwa4ipipx3gzrhcrnyfzru3l6q
U.S._history,bafkreignlhoaqwzxli47p72ela2drklsq4adwtchcrvzfsdhtd2b6yoc24
"Tesla,_Inc.",bafybeid7ke4v4wm2dhwv3c7eqw3xcx5cp6ca5yymnjqi5iam2gea77hpkm
Tourist_attraction,bafkreihg2oir7gjmtqoclpky362hnhpza5qvekwlqlrfp44tcyardatb3q
Modes_of_transport,bafkreih3rfjardiim5vdfsqslufeydnb5x2yl67pptcl2gvy324pxwkmgu
Cargo_airline,bafkreidn7cn2wynusucksehkkrain64mle2nohhzhfrlsi4ov7qojafcyq
Ocean,bafybeigurqnwyv7ppt3llvtb3mykracf7urjssucdhzbt5d5uecv3jgnby
Fiat_Uno,bafkreibazgukisel3j6afbnssymmvorecntwdnwcs3b65a7tzxa64dkcsu
Adventure_travel,bafkreia5leb45ilta42qjjt6y54pq2rszg7c6oivs7qwf6shjzr6orah3y
Strategic_sourcing,bafkreidpzi4ug322knxjbwirbzvrebyp6d7anyrxbdwavzoduxmzxct7aq
Railway_company,bafkreicgiqwsfu755klrnqrvrgcx3tykgzs5bxao7iouh53ail5gj73z6y
ISO_container,bafkreicxxz5r5vkao4ulrdrdrobtmt3d2fuerxpcmphe5332wl2jhdpjou
Request_stop,bafkreieedyeo6i2rtpqyv7g2lebty36oib4cunzeazf5o46iikanyooo7i
Marine_propulsion,bafkreiet23ritnrta5lhjwtzoxhmpkorqiynhitajdqi6pfxcqgbzbqqwa
Motorcycles,bafkreietqgmkxwun6xjpdyubxjskmd7rcti7wipso7n7gx6bcagcihuuc4
List_of_cities_by_international_visitors,bafkreihautzfesq6vgadumpr4zlyexgcwry3sm4uoozjvdbmugtaejwx3i
Ferry_terminal,bafkreihojliphdtcdf6fucsmnwezkcelb65z4q4ojyjdsz6p64g5dv7epm
Hostel,bafkreif6aerq23j3whs5orhnptxnsu6g5wara6nslbxnwmpltq6dmjyf7e
Arabian_Travel_Market,bafkreigqvg5ia5kwtkocvxxxxneoiursg56w3hnui6wt3kjssxf45lyfga
Landing_fees,bafkreid7ohiwba2x2zzookvdt6inh6zeabzfiat22mcdxu6qzpee7glray
Business_tourism,bafkreieyg3az4xgbmjxlupr7qrzdyia2qfj5izw7aiovbdzcvq7oq63vg4
Guest_house,bafkreigbxj6h74tpqyodboixwoonh6vx3dakbgtj5zmhgfpht5sqwcjpli
Intercity_bus_driver,bafkreihtcjvtisluxluiaycjno3ujaqlpsa2csa526gulruk3m7qkfgztu
Intercity_Express,bafkreicz7uxcveqx4e23gd6rvlhuuz7yncy2qbobfeskifnm6cem7kxw7q
Ticket_machine,bafkreihnmde6ry5r2bdjqeefu734v67xqehjjx37ehvrvedtd7sxvumdje
Extreme_tourism,bafkreicfxajiyinbxdsq5ffzocc3kqfqrrvztd5iwekcsi7pv7aek6i27i
Trade_association,bafkreidboxdauud3cqbayepgihtyd222myw3kl62umssrhqvptjctazhre
Ocean_liner,bafkreicvyr6thtvj6usvgrxrlwea24rhkyjzulz4jvhc2nmmy3w77lqgym
Kassel_kerb,bafkreigv3rysbkyawu6rwwiewsdsmxtuhf2cecft736x2qjzf5jernkumi
Pilgrimage,bafkreibqae6ndkypezg5mthseujwlixq2zpshbydee3aa6g2ilijnpmh34
Resort_town,bafkreigufxgvvwebleye2hle74e3ruuzaxxrgskbuqsu6kv33ojiyugw74
Trail,bafkreidqmwbtc3d6kinqgbw2a3s56xk4mcbhx47plsrbzzi3svhpz4kdbm
Transport_(disambiguation),bafkreigzrigseqs3npemjhvb4ugscduwcl2exaaqeytt6qa2yr7v3xf7jq
Environmental_impact_of_transport,bafkreibmesj6rcav3r6bdxeyg5zd7o7gbeucjg5iuybpcnsewclpx2uw2i
Archaeological_tourism,bafkreie42at3drecqn42czxgunybduuvs2cw52337frjhfb7oqc5vwp5b4
Energy_efficiency_in_transport,bafkreid4gesl2cxtfmnoezave55jjpe6sjde3zbpgpwndcioy2zjcr4tsq
Seaport,bafkreie67pq76mxvihjjo57hakytw3ntk5ctxeliqiqt5oysympxhqgrvm
Hyperloop,bafybeia7kazh2nv2codhpyegcybpmgjji24xbhbihvqhz7lgko3bmmizrq
Pack_animal,bafkreige7gjhn3rm63kjtbcd5pys6ovmpotfyp6d7opackxwujrddnbiwy
Flexible_carpooling,bafkreigzpnqsfcjb6o4bnh5iqsbzh2m74t2axc37v4evrcftewb5zw6l3y
"Seattle,_Washington",bafkreiebj4evr4hxddwzm2k6ik6t5b7lko4ovi6icieyxbjrwvqf6dsw2m
Orphanage_tourism,bafkreih7chji6hdjgrwyltouhjon3tebcihiwmgxn6lmkqvqunvsg3a3x4
Navigable_aqueduct,bafkreihen42i2bee3upyo5jcrdhabqf22xcuskbldvqqypnqwsopnnxffq
Energy_(society),bafkreicheeoqwubkophhzdfmfobjjwx32xcdrsti273gxbfzdeyp7pbmdi
Transit_pass,bafkreibjhefadfnagsmfgfyad67k73ly2vzxx6bogb3zisqvzi77vuf4ha
Privately_held_company,bafkreihjhn377mlzrrculicsirnz7f5ab2q7cvzikw7nzsooliaw2bfcta
Headway,bafkreiczb7sniid4xgqyqe7cgxtj7wjwom5edtjufuvsmh26qw7btl3h5e
Bus_bulb,bafkreighj5ueyepgn5urxao3e4n76nx3lbntqiv2wnszazjsgnc5omszaa
Tarmacadam,bafkreigpiqg2bcprzjon3e2lnsmxcynpy3bqk75s6m4nvvl4bzo6moj3he
Sustainable_Development_Goal_11,bafkreieuwnvjhhfsredisupqkrrvzmnehz7v2etpc2v5tucnxr6ifjrc2i
Diesel_locomotive,bafkreieeadc74jrlf2chb6wvxr625zkqc6vstf5xlzd5s73lb4tvnhziz4
Gift_shop,bafkreig5vsbv7lp5lobjerqznpvxryjza56wxcwrcrmieghr24iwnhwlhi
Tunnels,bafkreid7alw2hgo54ee45xs7m25dhgtav6yr6yzktv2xrpsvimqs3c3huq
Festival_del_Viaggio,bafkreicvfel2tzruuak3rsv54ndivxzcdxa6xraizeszrt2as42ogngaeu
Songthaew,bafkreigc2mkspwpogscjympqen5ejrj6lo6hfx3yhlpg4i6qevkvptbwoe
Debt,bafkreiaxld772t24kif54x6bh5tat4eqspflwrb73tz6ucp5u6aofrxq6i
Bus_lane,bafkreiaf5622mgelnnfv644ocsare6te7d2ruhnspiwwqw4bpuihosfxwq
Ship,bafybeifar6i4vzb5qeahdenlvrzwe7v2aiea2omw242o4azhmshr5m5i74
Marshrutka,bafkreicomvxjtetvawsqtkjgxke5ms4igqkbqeimt5piifh7am4rpuv6aq
Dollar_van,bafkreicpbcbuavxic3zluvwsdtpxd7xkavgwuahivekinhuevpghk4qptm
Motorcycle_taxi,bafkreid5veg4sn7lzk4y4zbr6dkvg7i23sno73fqfkrk3uvuio25zcyfyi
Pension_(lodging),bafkreigvehtoijavtuu7tehen745ccb4rfewdnxwcqi5c64aofes4hsxwe
Bus_driver,bafkreiehimkikojavz2lvj2s2xx2k4oznl2wa2i3okhyp26e4ekwlywbpi
Airport_security,bafkreigs4qbeh4pm7nmfmgzntppi7lkyzwo7aj7sdxuwr7p5lod3ipkig4
Farebox_recovery_ratio,bafkreigokqmf5mnl65gkri3rerhkb5gz5nl4vyx3mta6zht2ikzfmqi4ma
Bus_station,bafkreifr3orssfickdlh2m3k3adf5ixfcc6ia2unrhgfwdvgrgehp5koeq
Transport_network,bafkreicxtceoharx736jna2l2srnqxexbszo2hbmlbpqnonyrcggkncz4u
BEST_Education_Network,bafkreiabxozhs3kablxeb55m72u33kekupb6wwreua6wr6etg5nwzrnz64
Perpendicular,bafkreib7uit3dzkuforybwkgngqsg4cmfsz4d3xyynjamad2wwppplap34
Cable_railway,bafkreigusmvq7vtvn3eclqubgmgfjj76rnvvzlidxdlkqnp37lp4pufbaq
Seaside_resort,bafkreib3nyfibqjssya2rml7dhb4y2vazlk43y2rygwojclcmsncngggo4
Heavy_rail,bafkreif6bjc62mayaqbtjpijgbcb45fiu7jkuzsa4l5padvdbwrx5qv4im
List_of_buses,bafybeiflvv3bkyaa7karljjrva7qcmdekp4s4yjzm2jl2aa7rxmhooa2jq
Bookstore_tourism,bafkreiax7hcnndypqemdaixhingtvdvjex23fjsamsrsjqmi67ni4nis2a
Parking_lot,bafkreihvcw6ize3nrstofmqjptxha5s3234527gm53ctnjdgsyztgsfzwy
Money_train,bafkreialnfvllfjmztjcvve3sp3d45awdbqd5peectjrgrqbkfmfiafuna
Yoga_tourism,bafkreiayuaw2r6i3dgpsmcjiop3ktu2trlteuwado2zb52rxvwtmtjnf2e
Economies_of_agglomeration,bafkreid2v4dpabfmfwhcveniuj5466kwk5lb3uhsp6gmr4cixnoyvkewcy
Touron,bafkreib2lvsoo4iti4yw6fnkcoqlx4awys76sycj3f7nabopr5yadiq3wq
Pricing,bafkreihqdg5347iwkqclzkmbe4i2266mzs7rwj5zogknni5vkv4yjs7hva
Bicable_gondola_lift,bafkreiebqzrulcszgdj2bo7xcf2oksyilq4y4pfw764qvb2axrdztkolt4
Escorted_tour,bafkreigptpfugzc2swbfcdbltxtadofvt5rzwocjfakrn3txgj2redbuxm
Steam_ships,bafkreigyxy6w3rticru4p5lzlbaofopiie7t7sss4c5535awnx6ayrz6wa
Share_taxi,bafkreifft7bzz4nmyrbo3bgru5hfqmwnknv4qcdhglqql4pfuebkqmf2km
Tourism_Radio,bafkreibwdfsgroshwvzouksg3axuw5rszqvr5f3j5vaxfw4kpyzxo7elxa
Standing_passenger,bafkreifjrcykffihvn4emntvj57gkecr3egqoif3x33hhhi3xvpkdsarzq
Park_and_ride,bafkreia6kax3fmekejwyrypibbjmfmt6wjjtt3j4ti7gfwx2bug25ixfbm
Harbor,bafybeiev7ewxt55zby2s44ujcinxogdimb2rgquyyubw4ythflhstnnjmi
Pavement_(material),bafkreietbvur3hxvez7ilendcupm2ek34mgysic3h7fuxzrkagm2sqropa
Fare,bafkreib67qfcjyqoanclyofizzftuyuuh5y2642w2cjdurozfk7rpbqj7y
Homestay,bafkreibhkys2xlsrqhomljk24im3e7x6zkh3ubuday62coiyfor6ingzym
Hangar,bafkreigpbqjeu2splzkzncmvkw3td7jwdluapnmxp6a7zc47wpye6u336a
Circle_route,bafkreifzrp7gvpaynk4na74txsfiqozguoivz6cwktmxx2h6xgh6qmvawa
Safari,bafkreiaxalf3frwfmkm6k4bnpogzkvlyln4y64tk5kkvbshuz5aoxxc4ii
Tuk_tuk,bafkreiby7jwcve4i6z3ejtavhlfkjukgmz3t2oicntbx6bckteqirfqkou
War_tourism,bafkreigj2jvxvo2jsrvleryvrtlh7ofs5rzst2lfnjzj4oifuvvkgrnbs4
Shipping_container,bafkreid45cuthwjca47eealqyzu6vrpce4fag6coizr2emsiyh3cbjwcci
Halal_tourism,bafkreighocbbkzmyj6pv3bo232zcbtxndcq2md5g5s2totyhxesdv27txi
Recreation,bafkreiesxxdh7nltqwsivxyeppppq5cbftwttxidf5dfefqm2chctk6xra
Night_service_(public_transport),bafkreihnvgol2c2hmxyebdvnczktkmsol3sswcbzn2rk67ptcy3vm5funm
Trolleybus,bafkreieskptcpmfkwjmuwrlgeqhp6vx2ki7p4vxbvokaqlvnwq5hzrxoo4
Inventory,bafkreiaarpolh7nc4kwbltmhkqlfv55udbluru2r6knuigdyk73bhtlt5a
Watercraft,bafkreibskxv7fq5capup7derxnr4yylfi3c4vkaba3ujkgru2qg4fk5zq4
Exit_fare,bafkreigcdpmd5c7gm7ji66tottnaj3hxloqmzvomncfaksuv23ezijmss4
Gondola,bafkreifxqrjh3ziqkeuwvvo32svt5pkuvfp46lnkwvnq6ixykrqdwdp5ym
Center_for_International_Climate_and_Environmental_Research,bafkreieantvw25mzsmaz5rljc2tzdraqf3iaykevzkvesfdfjmo53quama
Land_use,bafybeiddbqndyj7b6wti4c7wrdy3ekk3ctbcv52osxgcwgsbdafo3omrgm
Barge,bafkreieugffj65xu7ltjjbwbjfrustdvo3ug6ku5tr7u7ehueu7v6n5cau
Music_tourism,bafkreic33gyt2zuqa4yxuzgyw2id56dhyg6jzyuxl6uzdvjm53zw7hasva
Beer,bafybeibjms75x6hcovynqa2plji6pyuus4bntovkipcy7nietwugfrr7ra
Tram,bafybeieoyglx3ylperbmayisbzzmkkgs2mp33zmctgkunofdexobiphsj4
Combination_bus,bafkreic4nf3cwk5aw53uhmtvdvuv5qrkkv42j7atzjd524udpy64x44bhq
Location_(geography),bafkreiahfoviezv6cmp537m3pqip2auwiz27gmo2hjrsyyzent3bmklj3i
Tragedy_of_the_commons,bafkreicfpd2he4j2tmm2v3zcb2vvatitppjwkc77rioald4yyl4nw7p5ta
Traffic_flow,bafybeicvqx3ozguye7v3wpxr3q6hyu4pe3hhu4rno4cmvv64t5olcewdku
Traffic_engineering_(transportation),bafkreiaavlgd5mo2vx5o6xk7l2w7lo2sapq6a3637icn64mhw5euqnjwwa
Heritage_railway,bafkreiczkg3r6kgzubd4icnsxyriw5xsooemgdz6k3komet2p4odxj4atu
Boat,bafkreigshi4cbnhxdebhtyagtiw2nwljckmvghse553btxvpyn4euocpra
Transshipment,bafkreigk33hqgx3er7a27yvolupd3vxy7hmqgjzoq67qmir7ot3mflrdqq
Cereals,bafkreifwcsf4bwtpb2eybaw5tpjqnjuztfnkn5xdmii7yoy3mpjyvm7vlu
Transit_mall,bafkreicllfqc55e377djtanmzqos6ydwo7ha7fj5dfnrakppolqmsintja
Bus_turnout,bafkreiglfq7qe2ej7iyu5qpqktlerwz5jsedlla34snkvxz6o43pxo6mvm
Dwell_time_(transportation),bafkreidex3aqzledww62kxkei6jyzvn5342pg5oon4i2dqahvuqqitli5y
Nautical_tourism,bafkreidy75p6l2p3f7wdwibczsccfrmiq7p52u6ht7ilr2x2ck7fhurwti
Penalty_fare,bafkreif4v4ck622fgri6bzbtdnqidyifourmghtcuwztstpe7rllmanoz4
Transportation_engineering,bafkreiakju4ayhzgnbp4rjxgnbnnenz6qq2oisz7hgudbqk3zujnza7jty
Funicular,bafkreid6h5onledge2jlfkkxhtd3gpkgmkg7rjjupnnk7zkcgnukf2fipu
Air_quality,bafkreigp2l3x6kocrxaa4wv5ku2zudtgfhwu6y7u2shtsrakuen5dtucwu
People_mover,bafkreidftfuupywrgerivfbvg2dsqb6lhs5ow2jykodhh7vflj45r5n4gy
Bus,bafybeihyxdn7qhcxdb7eh3tr26kw55uwsn3niv4bdobfrb5na2jhi4nrdm
Travel_literature,bafkreihpt2hnwoggllafqslcq4bq3k2oe54nsv7hn6ogrvhbjmxehfs5ge
Travel_document,bafkreici52xfonzaa43tq6fiazjjvfvq7awzesq4452o2yosoz7ctdnpfy
Departmentalization,bafkreig6ll7gkdq2zmcq6jm7fpqeym3zoxq23ziallt7iu7fegrxriagfe
Emergency_medicine,bafkreibe3xysgkdscrcpmi4acgum7jec7up4css6zy5hedxkcolaw3hdni
Leisure,bafkreigfzr36n6hfek63ifwgsasyxmp5pfcvt5m4vxnt3o3kobzikljryq
Tourism_region,bafkreiakp7ap2o46qn5vepmpzmm5ktt6gmfasc2rrtzu55dhe7fyt42kze
Environmentalism,bafkreibr2ebmoe3hb3awjyyinlzbblqo7ozhczjum5uanvefjuoljd42d4
Wildlife_tourism,bafkreihkhddzffg4sbn4lsarjvj37ub2hdrlzquhrgnoff76iwmh6edz3y
Speed_record,bafkreic5r3yjtc4cbvndka5jnetiwr6fmskgasspdionl3aep4za2hg4ki
Airport_rail_link,bafkreidz7ceg32nmb3biv33c7fc35b6cs7csbxdcambw3i52arpf3ppafu
Sunday_drive,bafkreigs7fcyjxsv4up36s3pwgitttafhffwwc4gbbncwjjwvivpsbywja
